state,year,enroll,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,avg_attendence_elem_secd_schools,teachers_elem_secd_schools,high_school_completers_18_to_24,bachelor_completers_over_25,pupil_teacher_ratio,pub_high_school_graduates,expenditure_per_pupil,edu_expenditure_percent_gov_income,population,gdp_per_capita,state_tax_collection,income_per_capita,known_property_crimes,unemployment_rate
Michigan,2008,1661936.0,20441973,1492685,11170772,7778516,20703780,9608877,6735708,896352.0,1375044,1528815.0,94754.0,,,17.518215589843198,115183.0,11154.731667337099,0.295,9946889.000000002,39863,1778317000.0,35644,290330.0,0.08041666666666666
Minnesota,2008,807929.0,10118118,558886,6513673,3045559,10462624,5242058,2589268,768142.0,1136550,790206.0,53083.0,,,15.7498257445887,60409.0,10663.3758361744,0.264,5247018.0,51234,1040479000.0,42980,146725.0,0.05441666666666667
Mississippi,2008,493302.0,4449009,708253,2389484,1351272,4363308,2286231,1364586,264883.0,377201,461459.0,33358.0,,,14.7479465195755,24795.0,8447.99034583787,0.204,2947805.9999999995,33128,384643000.0,30563,68887.0,0.06599999999999999
Missouri,2008,898350.0,9335599,723460,3808601,4803538,9900419,5004354,2939293,518600.0,1070552,852106.0,68015.0,,,13.4951260751305,61717.0,10006.5493154608,0.239,5923916.0,43118,384010000.0,37289,216112.0,0.061750000000000006
Montana,2008,142695.0,1562815,185898,766328,610589,1557678,831718,491537,62756.0,141860,132104.0,10467.0,,,13.556797554217999,10396.0,10540.5525570762,0.166,976415.0,37636,161713000.0,35448,25747.0,0.051083333333333335
Nebraska,2008,290912.0,3383157,321975,1091160,1970022,3325663,1784350,869629,135025.0,444442,264810.0,22057.0,,,13.265176587931302,20035.0,11216.8066689324,0.14800000000000002,1796378.0,47770,232852000.0,40248,49289.0,0.033416666666666664
Nevada,2008,428776.0,4338601,280898,2493641,1564062,4881218,2094491,1329327,150730.0,1058467,395355.0,21993.0,,,19.7049515755013,18815.0,8890.75475205828,0.166,2653630.0,49286,,38815,89873.0,0.06708333333333333
New Hampshire,2008,195668.0,2715463,136012,1008333,1571118,2715961,1495009,783298,74069.0,163893,195383.0,15661.0,,,12.6386565353426,14982.0,12280.136465301499,0.222,1315906.0,47842,614794000.0,46365,25454.0,0.03866666666666667
New Jersey,2008,1353191.0,25916004,976009,10359646,14580349,26168480,13739017,8737387,899413.0,1625458,1340220.0,114713.0,,,12.042401471498401,94994.0,18173.9408738864,0.242,8711090.0,57784,2819906000.0,52330,199028.0,0.053583333333333344
New Mexico,2008,329045.0,3569311,467492,2542639,559180,3599724,1732652,1129277,125528.0,569550,326034.0,22825.0,,,14.468565169770002,18264.0,9376.509038934591,0.20600000000000002,2010662.0,41207,403500000.0,33447,74680.0,0.044833333333333336
New York,2008,2727552.0,53147343,3129776,24036865,25980702,54870811,33446544,13610428,1375430.0,4805621,2520932.0,217944.0,,,12.574753147597498,176310.0,18423.1173058218,0.209,19212436.0,58532,5037830000.0,48296,386860.0,0.05458333333333333
North Carolina,2008,1408316.0,13610326,1240410,8009636,4360280,13731201,7229214,3566002,718663.0,1728313,1364608.0,109634.0,,,13.5783151212215,83307.0,8414.80630334865,0.22399999999999998,9309449.0,45567,1206412000.0,37810,356906.0,0.06133333333333333
North Dakota,2008,94959.0,1104803,145770,383307,575726,1085970,552250,300054,73451.0,88292,91972.0,8181.0,,,11.5790245691236,6999.0,9636.81497629713,0.145,657569.0,48379,161925000.0,41213,12542.0,0.03191666666666666
Ohio,2008,1743920.0,22746589,1523431,9777048,11446110,21951104,10494471,7164617,896835.0,2568654,1660981.0,112845.0,,,16.1031769240994,120758.0,11374.2264210126,0.192,11515391.000000002,43548,754633000.0,36681,351813.0,0.06475
Oklahoma,2008,641682.0,5780151,642088,2957101,2180962,5667749,2773416,1823162,555187.0,459000,596450.0,46571.0,,,13.8521397436173,37630.0,8270.45447397099,0.154,3668975.9999999995,40048,360065000.0,38744,125602.0,0.037666666666666675
Oregon,2008,562632.0,6107684,515223,3200001,2392460,6407512,3217111,2061901,212339.0,621540,515834.0,30152.0,,,19.083079066065302,34949.0,10487.1525316284,0.175,3768748.0,48508,477113000.0,37149,123019.0,0.06566666666666666
Pennsylvania,2008,1718588.0,26357235,1868700,9032615,15455920,26597713,12375013,7655651,1095105.0,2537699,1693569.0,129708.0,,,13.684807413575099,130298.0,12492.8068640841,0.19399999999999998,12612285.0,46862,2191420000.0,41932,295535.0,0.053166666666666675
Rhode Island,2008,143812.0,2173888,164966,836509,1172413,2175172,1229747,765970,88156.0,28023,134737.0,11316.0,,,12.843937787204,10347.0,15842.782168224,0.154,1055003.0,45746,145866000.0,41977,29895.0,0.07808333333333334
South Carolina,2008,710685.0,7743317,693967,3916453,3132897,8167262,3745507,2467160,389371.0,1179283,656996.0,49941.0,,,14.3792274884364,35303.0,9823.220818696009,0.188,4528996.0,36834,312600000.0,32877,188418.0,0.0685
South Dakota,2008,121606.0,1190917,180925,394721,615271,1172715,609848,351235,61081.0,114678,114723.0,9244.0,,,13.676871484206,8582.0,9046.79012926789,0.204,799123.9999999999,45516,69879000.0,41311,12608.0,0.030999999999999996
Tennessee,2008,966963.0,8086152,840919,3711646,3533587,8488521,4709467,2373319,451628.0,735501,891430.0,64926.0,,,14.970119828728098,57486.0,8458.6626992585,0.179,6247411.0,40949,1005880000.0,35322,250262.0,0.06625
Texas,2008,4581517.0,46245975,4501845,19923849,21820281,50205827,22845539,13360064,2214832.0,8133118,4322975.0,327905.0,,,14.492453606989802,252121.0,9029.25304657094,0.315,24309039.0,48282,,39534,969021.0,0.04825
Utah,2008,556314.0,4198001,380907,2363716,1453378,4337917,2068264,948423,289783.0,929772,503562.0,23657.0,,,23.662256414591898,28167.0,6841.13519487173,0.255,2663029.0000000005,43375,394638000.0,33932,91430.0,0.035833333333333335
Vermont,2008,87919.0,1888635,94504,1290067,504064,1888133,831132,463215,44089.0,83821,89880.0,8766.0,,,10.6804699977185,7392.0,15088.6189586115,0.264,624151.0,41764,84783000.0,40847,15841.0,0.04708333333333333
Virginia,2008,1230857.0,14768120,897627,5957786,7912707,15236306,8003167,4645375,555074.0,1528769,1150316.0,71415.0,,,17.3044178393895,77369.0,11410.4875582014,0.193,7833496.0,51985,787229000.0,45707,196676.0,0.03958333333333334
Washington,2008,1029576.0,11195224,895642,6932500,3367082,11677666,5561706,3369299,501855.0,1797341,947791.0,54428.0,,,19.0530241787315,61625.0,9845.56608999241,0.231,6562231.0,54939,,44794,247172.0,0.054083333333333344
West Virginia,2008,281735.0,2965828,320529,1723068,922231,3068910,1667812,945152,190634.0,249687,267989.0,20209.0,,,13.99025,17489.0,10604.7704868483,0.113,1840310.0,34679,538839000.0,31273,42366.0,0.043666666666666666
Wisconsin,2008,867929.0,10619354,629423,5221550,4768381,10545964,5619617,3294291,451721.0,666877,823754.0,59401.0,,,14.709348327469199,65183.0,11370.061501370601,0.191,5640996.0,44622,863088000.0,38873,155153.0,0.04925
Wyoming,2008,85991.0,1602514,100207,846239,656068,1517325,703831,449989,43352.0,309892,79788.0,7000.0,,,12.4515714285714,5494.0,14936.283338346599,0.177,546043.0,69182,,48541,14363.0,0.030666666666666665
Alabama,2009,745668.0,7186390,728795,4161103,2296492,7815467,3836398,2331552,561019.0,924956,712179.0,47492.0,0.799278,0.22004,15.7687399983155,42082.0,9385.06093271495,0.25,4757938.0,35376,493972000.0,32685,178007.0,0.10991666666666668
Alaska,2009,130236.0,2158970,312667,1357747,488556,2396412,1129756,832783,70835.0,303165,119330.0,8083.1,0.8171649999999999,0.275801,16.288428944340698,8008.0,16821.5791334953,0.1,698895.0,72204,632123000.0,46834,20538.0,0.07733333333333334
Arizona,2009,981303.0,8802515,1044140,3806064,3952311,9580393,4296503,2983729,455403.0,1312659,999386.0,51947.23,0.789996,0.260755,20.7485750443286,62374.0,8732.11693279674,0.239,6343154.0,38232,592187000.0,33746,236721.0,0.09925
Arkansas,2009,474423.0,4753142,534510,3530487,688145,5017352,2417974,1492691,533057.0,409763,439432.0,37240.0,0.81066,0.19092800000000001,12.904377013963499,28057.0,9650.729762511608,0.177,2896843.0,33837,346215000.0,31372,109078.0,0.07825
California,2009,6234155.0,73958896,9745250,40084244,24129402,74766086,35617964,21693675,3759373.0,8881265,6365278.0,316298.58,0.8225910000000001,0.30034000000000005,19.8022956663289,372310.0,9438.85393835116,0.23600000000000002,36961229.0,51733,9535679000.0,42224,1009433.0,0.11141666666666668
Colorado,2009,812068.0,8310673,560538,3634018,4116117,8682489,4108304,2708535,330128.0,1035058,747845.0,49060.32,0.835106,0.36229799999999995,16.9662162823235,47459.0,9610.63678302322,0.257,4972195.0,49731,329545000.0,39838,134196.0,0.07300000000000001
Connecticut,2009,539250.0,9681268,403017,3606594,5671657,9323053,5054397,2805173,330685.0,763075,549776.0,43592.83,0.8646600000000001,0.355807,12.9371733837881,34968.0,15839.712281001699,0.146,3561807.0000000005,65574,444061000.0,60428,82625.0,0.07925000000000001
Delaware,2009,116804.0,1718993,109682,1047418,561893,1798244,877678,496383,80812.0,254460,119092.0,8639.58,0.824779,0.274677,14.6767551200406,7839.0,12753.047072851201,0.237,891730.0,64313,208677000.0,41317,29685.0,0.08258333333333333
District of Columbia,2009,44331.0,801008,75856,0,725152,805362,330698,370127,38514.0,66023,68447.0,5854.0,0.869299,0.49802799999999997,11.860778954561,3517.0,19765.727877043602,,599975.0,166178,,59998,28495.0,0.09275
Florida,2009,2623067.0,26494500,2694566,9047586,14752348,28867429,13884278,8067350,1546420.0,4533913,2468060.0,183827.0,0.8147490000000001,0.2576,14.3315291007306,153461.0,9451.96965349303,0.195,18652644.0,38695,1836800000.0,37065,712010.0,0.10391666666666667
Georgia,2009,1649598.0,17972839,1644548,7739086,8589205,19025136,10063924,5135180,837062.0,2712073,1569767.0,115917.9,0.786458,0.27368000000000003,14.3867771931686,88003.0,10177.9082749223,0.242,9620846.0,42052,694717000.0,34361,360985.0,0.09933333333333334
Hawaii,2009,179478.0,2689758,392837,2205032,91889,2318671,1402305,718309,129473.0,68584,166118.0,11471.65,0.9076909999999999,0.293131,15.7079408803442,11508.0,13396.730089454499,0.213,1346717.0,48549,78597000.0,41473,47516.0,0.07125000000000001
Idaho,2009,267951.0,2182273,218777,1459554,503942,2078446,1157633,646213,100576.0,111190,258712.0,15200.87,0.841665,0.243699,18.176525422558104,16807.0,7567.257413649159,0.27399999999999997,1554438.9999999998,34664,142240000.0,31436,31220.0,0.08733333333333335
Illinois,2009,2117291.0,26987426,3346509,7879160,15761757,27716187,13520105,8764971,932950.0,2884993,1881276.0,138482.93,0.8429799999999998,0.305487,15.194471982936802,131670.0,12489.007955770401,0.239,12796778.0,49859,1710000000.0,40994,353347.0,0.102
Indiana,2009,1028259.0,12999357,1403839,5804809,5790709,11218398,5548292,3681825,476598.0,899628,973342.0,62258.0,0.802828,0.22780899999999998,16.8116707892962,63663.0,9946.03650926396,0.281,6459325.0,40572,838974000.0,34084,199907.0,0.10291666666666666
Iowa,2009,487559.0,5732319,431142,2545353,2755824,5732186,2914176,1615189,225983.0,672339,451403.0,35842.15,0.87863,0.24957100000000002,13.722446895624302,33926.0,10481.6835776457,0.17600000000000002,3032870.0,45195,264365000.0,37365,70080.0,0.06391666666666669
Kansas,2009,470445.0,5615208,378810,3291485,1944913,5827751,2883104,1578417,223951.0,958961,418495.0,34700.1,0.851139,0.297577,13.6739951758064,30368.0,11485.44993847,0.264,2832704.0,43770,370889000.0,39204,90930.0,0.06866666666666667
Kentucky,2009,669858.0,6706922,719997,3870440,2116485,6831006,3468191,2050683,411529.0,720114,585556.0,41980.96,0.833377,0.204526,16.1999392105373,41851.0,10053.5051421213,0.19699999999999998,4317074.000000001,36209,389634000.0,32304,108914.0,0.1033333333333333
Louisiana,2009,662774.0,7984550,1238259,3568903,3177388,8053960,4051985,2542723,408292.0,824390,637764.0,49646.1,0.7879160000000001,0.211434,13.9168031325723,35622.0,11409.6299634347,0.18899999999999997,4491648.0,46949,612545000.0,36284,172619.0,0.06825
Maine,2009,187372.0,2623127,245063,1107152,1270912,2624504,1383650,857706,148378.0,108016,173357.0,16331.4,0.8699169999999999,0.262342,11.586575553841099,14093.0,13558.4217943319,0.17600000000000002,1329590.0,37910,143086000.0,36952,31706.0,0.08083333333333334
Maryland,2009,843781.0,13147931,694846,5697257,6755828,12757599,6899346,3984072,490336.0,961161,793333.0,58462.9,0.854983,0.356252,14.511972550113,58304.0,14611.726983498702,0.203,5730388.000000001,52515,749001000.0,48845,182295.0,0.07016666666666667
Massachusetts,2009,932437.0,15298022,1181681,5974489,8141852,15174814,8885949,4626112,456737.0,589413,913976.0,69909.18,0.883793,0.38589599999999996,13.689947443239902,65258.0,15248.864870631201,0.13,6517613.0,59178,1789553000.0,51412,153178.0,0.081
Michigan,2009,1537515.0,19616665,2094714,10130740,7391211,19992550,9422685,6354021,865858.0,1280455,1498107.0,92691.22,0.843592,0.252212,17.791134910081,112742.0,11492.893450868301,0.289,9901591.0,36676,703250000.0,33966,284019.0,0.13608333333333333
Minnesota,2009,800831.0,10353784,575703,6590788,3187293,11193640,5815987,2712430,803017.0,1187008,791427.0,52839.12,0.8642780000000001,0.317682,15.841539374614902,59729.0,11602.1830074031,0.255,5281203.0,48884,779055000.0,40739,139286.0,0.07766666666666666
Mississippi,2009,491194.0,4392101,675576,2334363,1382162,4552756,2317710,1392119,275915.0,493773,460797.0,33103.49,0.798675,0.198451,14.877011457100101,24505.0,8609.50137045163,0.19,2958774.0000000005,31658,324301000.0,29801,87327.0,0.09475
Missouri,2009,893807.0,9472520,758650,3927189,4786681,10227305,5175127,3023041,535977.0,1120105,853580.0,67795.77,0.831204,0.253884,13.5404022994355,62969.0,10341.4142201083,0.226,5961088.000000001,42012,278661000.0,36425,201783.0,0.09258333333333335
Montana,2009,141782.0,1607935,195705,765177,647053,1622485,855803,509899,66973.0,158151,131982.0,10521.25,0.831472,0.284573,13.4781513603422,10077.0,10880.7388962131,0.158,983982.0,36667,164255000.0,34318,24826.0,0.06841666666666667
Nebraska,2009,292161.0,3522481,297732,1182776,2041973,3523803,1887427,905681,144995.0,488293,266536.0,22256.24,0.858815,0.275547,13.2712443791045,19501.0,11456.5191493832,0.151,1812683.0,47973,198442000.0,39226,49731.0,0.046416666666666655
Nevada,2009,430985.0,4442101,425133,2272415,1744553,4577881,2145779,1364083,142194.0,633545,406792.0,22103.52,0.770787,0.21790500000000002,19.4062755615395,19904.0,8864.56765128124,0.20600000000000002,2684665.0,44774,,36280,80976.0,0.11299999999999999
New Hampshire,2009,197024.0,2816162,146867,1002239,1667056,2757401,1546316,822081,74820.0,112359,192890.0,15490.6,0.870602,0.33027,12.726427639988101,14757.0,12912.139074083701,0.22399999999999998,1316102.0,47265,493431000.0,45742,28790.0,0.06225000000000001
New Jersey,2009,1354912.0,26510413,1014556,10401527,15094330,26145334,13800343,8687138,952796.0,1499241,1342419.0,115248.0,0.860624,0.349615,12.113260099958401,95085.0,17466.164541771202,0.24100000000000002,8755601.999999998,55067,2397471000.0,50567,180752.0,0.09033333333333333
New Mexico,2009,328737.0,3703477,519973,2615320,568184,3945515,1807514,1167618,132017.0,784529,327562.0,22723.73,0.767371,0.251991,14.716730043879199,17931.0,9727.173573247199,0.196,2036802.0000000002,40670,162500000.0,32523,74639.0,0.07508333333333334
New York,2009,2696688.0,55885116,3197833,25768345,26918938,57851481,35195372,14079990,1415237.0,5463718,2510519.0,214803.59,0.84736,0.323253,12.877121839537198,180917.0,19372.6329253035,0.215,19307066.000000004,59481,4427675000.0,46916,377537.0,0.08316666666666667
North Carolina,2009,1452064.0,15410564,1377661,8229140,5803763,14868070,7943541,3848021,751609.0,1647148,1374267.0,105036.39,0.8194440000000001,0.26413,14.122695953278699,86712.0,9167.346893289301,0.225,9449565.999999998,43160,901445000.0,35840,343707.0,0.10575000000000001
North Dakota,2009,94653.0,1150142,160294,407374,582474,1137260,579830,310316,78735.0,95977,91816.0,8365.6,0.9051600000000001,0.270092,11.364755666061,7232.0,10112.9189792629,0.14,664968.0000000001,48858,129542000.0,40134,12813.0,0.04100000000000001
Ohio,2009,1729072.0,22779344,1531263,10226228,11021853,22427481,10734314,7347959,929409.0,2552105,1628515.0,111377.53,0.835873,0.243856,15.840690667139098,122203.0,11904.9057877883,0.217,11528896.0,41593,521363000.0,35610,376446.0,0.10291666666666666
Oklahoma,2009,644549.0,6029807,768972,3014993,2245842,5941799,2836912,1895590,577867.0,568720,603375.0,42614.6,0.812396,0.22479700000000002,15.3656727975858,37219.0,8422.72630950901,0.154,3717572.0,38640,342762000.0,34920,132350.0,0.06383333333333333
Oregon,2009,560726.0,6158756,656298,3117315,2385143,6715011,3291310,2121378,214699.0,803096,518119.0,28768.01,0.829334,0.287056,20.2599693200885,35138.0,10672.8975351222,0.157,3808600.0,47530,258778000.0,35409,114780.0,0.11258333333333333
Pennsylvania,2009,1687145.0,26755585,1811141,9858461,15085983,27328680,12803821,7637090,1155635.0,2411908,1680772.0,130983.79,0.868095,0.265696,13.6352215797085,130658.0,12989.1598188214,0.19699999999999998,12666858.0,45312,1740532000.0,40696,277182.0,0.08049999999999999
Rhode Island,2009,141521.0,2179714,206225,765069,1208420,2171376,1224158,773039,90493.0,24161,131963.0,11366.23,0.885548,0.302556,12.767469952658,10028.0,16211.4926759774,0.149,1053646.0,45280,108497000.0,40936,27558.0,0.10975000000000001
South Carolina,2009,714290.0,7669733,734602,3654658,3280473,8427391,3854229,2463391,398422.0,1318784,662231.0,46979.5,0.810252,0.242614,15.3927351291521,39114.0,10006.724848278,0.17,4589872.0,34955,249200000.0,31635,178310.0,0.11233333333333333
South Dakota,2009,126624.0,1258876,201889,412798,644189,1273527,645912,379946,56772.0,154459,114209.0,9325.99,0.8199190000000001,0.260139,13.2654013139624,8123.0,9456.82259716835,0.16699999999999998,807067.0,45457,48772000.0,39524,14378.0,0.04925
Tennessee,2009,971484.0,8112895,870374,3800870,3441651,8611178,4809809,2480290,461464.0,652210,895335.0,65360.69,0.8335799999999999,0.228165,14.8797235769696,60368.0,8676.15229941865,0.17,6306019.0,39096,816261000.0,34635,237157.0,0.10458333333333332
Texas,2009,4647205.0,48087531,4913841,19708771,23464919,53575273,23895853,13799383,2289408.0,9297597,4393893.0,333163.82,0.798136,0.25779599999999997,14.5580333422759,264275.0,9260.16664060777,0.31,24801761.000000004,47034,,36695,995082.0,0.07566666666666666
Utah,2009,532433.0,4238943,535223,2224007,1479713,4419750,2169434,1008636,310325.0,821593,513884.0,25615.06,0.860819,0.290744,22.314450951901,30463.0,7080.926368596801,0.255,2723421.0,41563,245880000.0,31619,91751.0,0.07316666666666667
Vermont,2009,86320.0,1683034,102453,1336424,244157,1661019,859433,489015,49100.0,64170,87931.0,8733.88,0.9028889999999999,0.337084,10.4708331234228,7209.0,16073.1548714333,0.262,624817.0,40855,86759000.0,40221,15010.0,0.06566666666666666
Virginia,2009,1235064.0,15251481,914507,6317714,8019260,15510318,8194237,4813706,574858.0,1418914,1154689.0,70827.39,0.871511,0.33927100000000004,17.5827458840429,79651.0,11696.041323681102,0.18,7925937.0,51389,633490000.0,44232,194020.0,0.06683333333333334
Washington,2009,1035907.0,12025012,1385421,7146416,3493175,12240632,5984072,3464921,509407.0,1818982,953719.0,53447.82,0.824187,0.309535,19.3711736044613,62764.0,10422.698116531199,0.24600000000000002,6667425.999999999,52264,,41844,245215.0,0.09116666666666667
West Virginia,2009,281908.0,3097212,355325,1793917,947970,3121728,1759397,994305,196984.0,157049,269623.0,20298.84,0.834216,0.17082,13.9250321693259,17690.0,11121.6648579684,0.106,1847775.0,34564,420530000.0,31412,46215.0,0.07708333333333335
Wisconsin,2009,867035.0,10991081,1258519,4785070,4947492,10880480,5857285,3382519,473295.0,648807,823595.0,58425.7,0.8711450000000001,0.25817799999999996,14.9324013233902,65410.0,11773.0540411246,0.18600000000000003,5669264.0,43215,656872000.0,38012,147692.0,0.08574999999999999
Wyoming,2009,86971.0,1675761,108333,945765,621663,1658156,744877,482641,47165.0,372507,81006.0,7165.53,0.8575,0.23691099999999998,12.3026489317608,5493.0,15658.1827765845,0.11699999999999999,559851.0,66320,,43549,14243.0,0.06333333333333332
Alabama,2010,748889.0,7281058,1134111,3800128,2346819,7647571,3900492,2308399,555539.0,729720,698208.0,49363.24,,,15.3059645193468,43166.0,9553.767228390401,0.243,4785579.000000001,35913,428245000.0,33696,168828.0,0.10541666666666666
Alaska,2010,131265.0,2230338,366970,1356673,506695,2371251,1151630,856333,71634.0,229874,120118.0,8170.64,,,16.1681337080082,8245.0,17349.7684859888,0.146,714015.0,69564,643068000.0,48614,20259.0,0.07874999999999999
Arizona,2010,963517.0,8828122,1579806,3139588,4108728,8812967,4223152,2949514,400773.0,713810,968764.0,50030.62,,,21.4219012276882,61145.0,8756.05664640718,0.218,6407001.999999999,37935,413193000.0,33565,226802.0,0.1035
Arkansas,2010,474897.0,5069272,787738,3677112,604422,5520387,2521528,1595730,639753.0,595456,435676.0,34272.8,,,14.066956887094099,28276.0,10236.7579095475,0.172,2921737.0,34671,385365000.0,31801,103820.0,0.08191666666666667
California,2010,6213958.0,67356719,9715980,34173911,23466828,71227111,34657275,20704755,3556156.0,7150441,6017381.0,260806.3,,,24.115897507077104,404987.0,9680.06878706866,0.196,37327690.0,51871,9114589000.0,43323,981939.0,0.12225000000000001
Colorado,2010,825242.0,8793676,714230,3817875,4261571,8914338,4232076,2807231,330789.0,1011988,762190.0,48542.99,,,17.3725598690975,49321.0,9747.30974428948,0.247,5048029.0,49254,360003000.0,39930,135001.0,0.08725000000000002
Connecticut,2010,534800.0,9726922,818573,3238401,5669948,9542108,5242817,2768520,331600.0,823081,548787.0,42951.39,,,13.050706857217,34495.0,16132.556711438101,0.162,3580171.0,64906,507752000.0,62121,78259.0,0.09133333333333335
Delaware,2010,117628.0,1733458,180584,992422,560452,1758988,901200,499586,79328.0,192826,119879.0,8933.0,,,14.485950968319699,8133.0,12928.135444906899,0.23800000000000002,899712.0,62837,142417000.0,41093,31078.0,0.08416666666666667
District of Columbia,2010,43866.0,1195934,80585,0,1115349,1290048,526469,425379,40837.0,297363,68217.0,5925.33,,,12.030384805572,3602.0,21283.1070114488,,605040.0,168030,,61875,28802.0,0.09408333333333334
Florida,2010,2627390.0,26231141,4200103,8216582,13814456,27267009,13869921,8069310,1573867.0,2944085,2493694.0,175609.29,,,15.052432590553698,156130.0,9363.343700149258,0.205,18846461.0,38604,1793180000.0,38631,669035.0,0.11033333333333334
Georgia,2010,1660643.0,17839851,2598486,6739406,8501959,17834488,9841382,5059938,822517.0,1814143,1596180.0,112459.6,,,14.912617508865399,91561.0,9855.034551867579,0.252,9712696.0,42029,684701000.0,34646,353449.0,0.10491666666666666
Hawaii,2010,180196.0,2564856,382400,2093300,89156,2215458,1321657,697833,123051.0,72917,165766.0,11395.95,,,15.760072657391401,10998.0,12886.504464124098,0.156,1363817.0,49418,79853000.0,41727,45667.0,0.0695
Idaho,2010,266613.0,2177999,444112,1231537,502350,2098737,1159932,638912,100157.0,135181,262238.0,15672.54,,,17.601422615606698,17793.0,7481.20777690495,0.27399999999999997,1570912.0,34620,98327000.0,31728,31436.0,0.08966666666666667
Illinois,2010,2098401.0,28253620,3809939,8696107,15747574,28560306,14668228,9146295,961079.0,1944264,1887561.0,132982.73,,,15.728764178626802,139035.0,13083.430212321598,0.2,12841196.000000002,50304,2686686000.0,41699,349064.0,0.10366666666666667
Indiana,2010,1026053.0,14023240,1477561,7342841,5202838,11502534,5746633,3696608,492877.0,929416,976503.0,58121.0,,,18.0181345813045,64551.0,10159.9720041823,0.324,6490029.0,42996,597347000.0,35083,199274.0,0.10341666666666667
Iowa,2010,491255.0,5744872,728361,2217889,2798622,5941449,2970150,1622316,226336.0,811476,455579.0,34642.08,,,14.3113519742464,34462.0,10523.5491692988,0.17300000000000001,3050223.0,45884,192138000.0,37952,68740.0,0.06008333333333333
Kansas,2010,471406.0,5454128,673692,2860999,1919437,5979429,2837948,1529158,219287.0,1182167,435745.0,34643.8,,,13.9621230927323,31642.0,10858.8184672228,0.255,2858403.0,44243,352419000.0,39212,89109.0,0.07058333333333333
Kentucky,2010,679901.0,6881951,1059915,3662243,2159793,7092071,3616584,2117063,416036.0,747498,587102.0,42041.84,,,16.0109072295599,42664.0,10376.0751743309,0.19399999999999998,4347948.0,37579,383815000.0,33031,111170.0,0.10166666666666668
Louisiana,2010,663802.0,8091029,1549575,3348043,3193411,8125021,4136550,2543542,402190.0,788979,643374.0,48655.03,,,14.3162587711897,36573.0,11491.685666501899,0.16699999999999998,4544871.0,48599,393036000.0,37227,165667.0,0.0795
Maine,2010,187634.0,2721365,320917,1083913,1316535,2680693,1421800,874381,106653.0,157510,168213.0,15384.3,,,12.290256950267501,14069.0,14089.783566073998,0.13699999999999998,1327568.0,38352,175292000.0,37533,32900.0,0.08124999999999999
Maryland,2010,848252.0,13327770,1004498,5544725,6778547,13205691,7147880,4047487,481151.0,1107922,795577.0,58428.47,,,14.585543657056197,59078.0,14937.180101988899,0.21,5788099.0,53675,891392000.0,49885,173309.0,0.0765
Massachusetts,2010,929569.0,14919763,1092892,5742989,8083882,14857823,8479433,4512401,442057.0,807802,912792.0,68754.39,,,13.898210717890198,64462.0,14632.438659628899,0.127,6564943.0,60808,1834859000.0,53058,154496.0,0.08291666666666667
Michigan,2010,1510716.0,19393461,2383817,9694417,7315227,19967017,9457233,6228939,879325.0,1201729,1477312.0,88614.71,,,17.909746587220102,110682.0,11661.392751158899,0.276,9876731.0,38763,631895000.0,35206,271501.0,0.12575
Minnesota,2010,799615.0,10383935,1245368,5978487,3160080,10564774,5676045,2504618,795088.0,949938,785455.0,52671.71,,,15.9105713484525,59667.0,11365.753046323502,0.218,5310710.999999999,50148,721742000.0,42122,136431.0,0.07391666666666666
Mississippi,2010,491651.0,4466377,945973,2109089,1411315,4504257,2337184,1399684,273024.0,421984,460327.0,32254.83,,,15.2078308892033,25478.0,8669.65529069553,0.138,2970437.0,31688,316331000.0,30568,88596.0,0.10358333333333333
Missouri,2010,897348.0,9587703,1430854,3471772,4685077,10139784,5237387,3043213,549680.0,926566,852460.0,66734.84,,,13.766572303162802,63994.0,10467.8783731788,0.23199999999999998,5995681.0,42204,206936000.0,36735,200858.0,0.09575000000000002
Montana,2010,141693.0,1623971,256049,744931,622991,1642886,895727,531730,68814.0,110195,130704.0,10360.99,,,13.675623661445501,10075.0,11462.938280389299,0.151,990507.0,37733,93225000.0,35462,25409.0,0.073
Nebraska,2010,294948.0,3720560,465728,1184996,2069836,3640199,2089854,927065,152158.0,371348,269590.0,22345.16,,,13.358597566542402,19370.0,11920.4954152602,0.157,1829956.0000000002,49569,154332000.0,40520,48827.0,0.04625
Nevada,2010,423859.0,4262471,358496,2341891,1562084,4260869,2117135,1359161,142848.0,381094,405097.0,21839.48,,,20.016456435775897,20956.0,8869.465310777421,0.215,2702797.0,44589,,36826,75004.0,0.13499999999999998
New Hampshire,2010,196648.0,2906573,185175,1060998,1660400,2856965,1612216,837094,76110.0,131261,191969.0,15365.2,,,12.672207325645001,15034.0,13423.813021894199,0.19,1316700.0,48388,499669000.0,47154,29230.0,0.05833333333333335
New Jersey,2010,1369553.0,26676217,2386865,9059511,15229841,26736651,14481471,8958765,962529.0,1154089,1343405.0,110202.4,,,12.727018649321598,96225.0,18059.6260130043,0.24100000000000002,8803708.0,55023,2047474000.0,51330,183042.0,0.09533333333333334
New Mexico,2010,331436.0,3638606,753816,2307843,576947,3814058,1800983,1178045,135042.0,634137,331152.0,22437.43,,,15.069551191914599,18595.0,9715.563457264341,0.209,2064607.0,40297,125100000.0,33111,70776.0,0.081
